,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix
6741,phecode,916,both_sexes,,,Contusion,,,injuries & poisonings,2280.0,964.0,1128.0,EUR,1.0,,,,,2017.0,,,,,,418514.0,,,,,,0.052605,,,,,,1.0399,,phecode-916-both_sexes.tsv.bgz,phecode-916-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-916-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-916-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-916-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-916-both_sexes.tsv.bgz.tbi,542725328.0,1751808.0,50231e36e6c74713d7dd3b0344d29e48,ac1200e1c4427a3fe5486203fa3207ce
6744,phecode,938.2,both_sexes,,,Chronic dermatitis due to solar radiation,,,dermatologic,3472.0,1541.0,1701.0,EUR,1.0,,,,,3190.0,,,,,,412489.0,,,,,,0.056376,,,,,,1.0402,,phecode-938.2-both_sexes.tsv.bgz,phecode-938.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-938.2-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-938.2-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-938.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-938.2-both_sexes.tsv.bgz.tbi,544950036.0,1751798.0,932c84fd35524c2d7a04467d0e87e130,d23e679522919c6390cc55f7eee33106
6746,phecode,941,both_sexes,,,Adverse reaction to serum or vaccine,,,injuries & poisonings,361.0,187.0,148.0,EUR,1.0,,,,,322.0,,,,,,412489.0,,,,,,0.20925,,,,,,1.0053,,phecode-941-both_sexes.tsv.bgz,phecode-941-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-941-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-941-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-941-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-941-both_sexes.tsv.bgz.tbi,524859307.0,1751050.0,a904f14406b23e6887db9995b536905e,1d8b08a3916f542a60f827d1a0b9dda5
6747,phecode,946,both_sexes,,,Anaphylactic shock NOS,,,injuries & poisonings,776.0,379.0,339.0,EUR,1.0,,,,,657.0,,,,,,412489.0,,,,,,0.24318,,,,,,1.0179,,phecode-946-both_sexes.tsv.bgz,phecode-946-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-946-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-946-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-946-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-946-both_sexes.tsv.bgz.tbi,533165510.0,1751818.0,b08bb992edc2c54cc9e8b0ef346953b2,114188bac7693f7ca19c828dfeb50311
6757,phecode,962,both_sexes,,,Poisoning by hormones and synthetic substitutes,,,injuries & poisonings,701.0,392.0,256.0,EUR,1.0,,,,,610.0,,,,,,383239.0,,,,,,0.064047,,,,,,0.97906,,phecode-962-both_sexes.tsv.bgz,phecode-962-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962-both_sexes.tsv.bgz.tbi,532554888.0,1751641.0,f54205276bcd2a5ebeeae474354fc3fa,059ebf4f7ebbaec3eb88351d373711ec
6758,phecode,962.3,both_sexes,,,Hormones and synthetic substitutes causing adverse effects in therapeutic use,,,injuries & poisonings,499.0,282.0,177.0,EUR,1.0,,,,,431.0,,,,,,383239.0,,,,,,0.094877,,,,,,1.0035,,phecode-962.3-both_sexes.tsv.bgz,phecode-962.3-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962.3-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962.3-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962.3-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962.3-both_sexes.tsv.bgz.tbi,528356999.0,1751384.0,0e2d91921b80468b0cf1a1f0fc16f769,7ccf794ce1a1160d0c1d8d47b21c32a3
6760,phecode,964,both_sexes,,,Poisoning by agents primarily affecting blood constituents,,,injuries & poisonings,545.0,197.0,301.0,EUR,1.0,,,,,473.0,,,,,,383239.0,,,,,,0.07396,,,,,,1.0376,,phecode-964-both_sexes.tsv.bgz,phecode-964-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi,529371011.0,1751670.0,6519a9864a1c264416750440504dfd1f,c79b54b8839415718b903e9d93315734
6763,phecode,965.1,both_sexes,,,Opiates and related narcotics causing adverse effects in therapeutic use,,,injuries & poisonings,1934.0,1372.0,418.0,EUR,1.0,,,,,1723.0,,,,,,383239.0,,,,,,0.070291,,,,,,1.0489,,phecode-965.1-both_sexes.tsv.bgz,phecode-965.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-965.1-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-965.1-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-965.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-965.1-both_sexes.tsv.bgz.tbi,541820898.0,1751857.0,d1140a80a24d12e5a612339ed9432f38,4c141fd5e75bd8d2fc505a73a27a6091
6765,phecode,966,both_sexes,,,Poisoning by anticonvulsants and anti-Parkinsonism drugs,,,injuries & poisonings,844.0,439.0,335.0,EUR,1.0,,,,,733.0,,,,,,383239.0,,,,,,0.13758,,,,,,0.9895,,phecode-966-both_sexes.tsv.bgz,phecode-966-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-966-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-966-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-966-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-966-both_sexes.tsv.bgz.tbi,534439101.0,1751635.0,a3f599f05a9444995ba6a40ce1048290,839e3cff7973793ddfd9e070464878f7
6767,phecode,969,both_sexes,,,Poisoning by psychotropic agents,,,injuries & poisonings,2625.0,1394.0,1017.0,EUR,1.0,,,,,2337.0,,,,,,383239.0,,,,,,0.15561,,,,,,1.0467,,phecode-969-both_sexes.tsv.bgz,phecode-969-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-969-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-969-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-969-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-969-both_sexes.tsv.bgz.tbi,543557655.0,1751917.0,6f12a713a464c0be93befb40c191b6fa,6619bcc216200206585f98c0352f2f94
6768,phecode,971,both_sexes,,,Poisoning by drugs primarily affecting the autonomic nervous system,,,injuries & poisonings,712.0,284.0,392.0,EUR,1.0,,,,,654.0,,,,,,383239.0,,,,,,0.14132,,,,,,1.0069,,phecode-971-both_sexes.tsv.bgz,phecode-971-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-971-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-971-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-971-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-971-both_sexes.tsv.bgz.tbi,532801481.0,1751488.0,ca27a5fe54c1d6c3e8c6f6481b3023b1,09ba40c05059fa22ebdd23cb598f7cf7
6769,phecode,972,both_sexes,,,Poisoning by agents primarily affecting the cardiovascular system,,,injuries & poisonings,1266.0,469.0,709.0,EUR,1.0,,,,,1093.0,,,,,,383239.0,,,,,,0.054438,,,,,,1.0179,,phecode-972-both_sexes.tsv.bgz,phecode-972-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-972-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-972-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-972-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-972-both_sexes.tsv.bgz.tbi,538108630.0,1751589.0,ba1c68dca2c48009a637ed6bf8a837ca,6d6b8fce8e63ee5379073e325dd89800
6773,phecode,981,both_sexes,,,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,,,injuries & poisonings,1284.0,614.0,565.0,EUR,1.0,,,,,1143.0,,,,,,419038.0,,,,,,0.21635,,,,,,1.0242,,phecode-981-both_sexes.tsv.bgz,phecode-981-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-981-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-981-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-981-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-981-both_sexes.tsv.bgz.tbi,538419104.0,1751953.0,c3473520869b07b3c7cb86954d0537df,0130dfa079df627d5b48785090e33c09
6782,prescriptions,GABA agonist|muscle relaxant,both_sexes,,,,,,,1436.0,772.0,520.0,EUR,1.0,,,,,1207.0,,,,,,419324.0,,,,,,0.093723,,,,,,1.0175,,prescriptions-GABA_agonist|muscle_relaxant-both_sexes.tsv.bgz,prescriptions-GABA_agonist|muscle_relaxant-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-GABA_agonist|muscle_relaxant-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-GABA_agonist|muscle_relaxant-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-GABA_agonist|muscle_relaxant-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-GABA_agonist|muscle_relaxant-both_sexes.tsv.bgz.tbi,539086855.0,1751658.0,8e80a6de2b9056f095886b8b44685970,fd9eb61261c222bfdbc5eff2e574af81
6800,prescriptions,aldosterone antagonist|potassium-sparing diuretic|anti-hypertensive,both_sexes,,,,,,,1685.0,585.0,918.0,EUR,1.0,,,,,1414.0,,,,,,419117.0,,,,,,0.095301,,,,,,1.0358,,prescriptions-aldosterone_antagonist|potassium-sparing_diuretic|anti-hypertensive-both_sexes.tsv.bgz,prescriptions-aldosterone_antagonist|potassium-sparing_diuretic|anti-hypertensive-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-aldosterone_antagonist|potassium-sparing_diuretic|anti-hypertensive-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-aldosterone_antagonist|potassium-sparing_diuretic|anti-hypertensive-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-aldosterone_antagonist|potassium-sparing_diuretic|anti-hypertensive-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-aldosterone_antagonist|potassium-sparing_diuretic|anti-hypertensive-both_sexes.tsv.bgz.tbi,540352118.0,1752021.0,d7286f4ddbf91a89c175de5f25889c95,f1ea11873f7611acaa918a3a51fd90df
6809,prescriptions,amiloride/furosemide,both_sexes,,,,,,"combination diuretic,diuretic",924.0,487.0,349.0,EUR,1.0,,,,,800.0,,,,,,419731.0,,,,,,0.072565,,,,,,1.02,,prescriptions-amiloride_furosemide-both_sexes.tsv.bgz,prescriptions-amiloride_furosemide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz.tbi,534895951.0,1751645.0,e6fa482c5cab6e7f640a1c14cb3d71d7,56b689446da26f2327c8e823f3b78278
6812,prescriptions,aminosalicylates|anti-inflammatory|IBD,both_sexes,,,,,,,898.0,413.0,400.0,EUR,1.0,,,,,762.0,,,,,,419769.0,,,,,,0.072655,,,,,,1.0082,,prescriptions-aminosalicylates|anti-inflammatory|IBD-both_sexes.tsv.bgz,prescriptions-aminosalicylates|anti-inflammatory|IBD-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-aminosalicylates|anti-inflammatory|IBD-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-aminosalicylates|anti-inflammatory|IBD-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-aminosalicylates|anti-inflammatory|IBD-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-aminosalicylates|anti-inflammatory|IBD-both_sexes.tsv.bgz.tbi,534853135.0,1751516.0,ea5b13f3e8e6c5eaba243840a85d0139,92554b0a3303b4c1de7202921521c894
6813,prescriptions,amiodarone,both_sexes,,,,,,anti-arrhythmic,1394.0,289.0,981.0,EUR,1.0,,,,,1213.0,,,,,,419318.0,,,,,,0.077384,,,,,,1.0174,,prescriptions-amiodarone-both_sexes.tsv.bgz,prescriptions-amiodarone-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-amiodarone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-amiodarone-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-amiodarone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-amiodarone-both_sexes.tsv.bgz.tbi,538727346.0,1751838.0,17269a32d5d9f8424432d692b4706a76,149f003277eb87f64641ea4d12c20086
6824,prescriptions,anti-arrhythmic,both_sexes,,,,,,,2231.0,650.0,1379.0,EUR,1.0,,,,,1945.0,,,,,,418586.0,,,,,,0.0792,,,,,,1.0278,,prescriptions-anti-arrhythmic-both_sexes.tsv.bgz,prescriptions-anti-arrhythmic-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-arrhythmic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-arrhythmic-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-arrhythmic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-arrhythmic-both_sexes.tsv.bgz.tbi,542238737.0,1751859.0,67641bfa1e266fd35211b6c3382ee833,5df266e820f3864fb126c23514299e42
6825,prescriptions,anti-arrhythmic|non-selective beta-blocker|beta blocker,both_sexes,,,,,,,1084.0,452.0,535.0,EUR,1.0,,,,,947.0,,,,,,419584.0,,,,,,0.23745,,,,,,1.0315,,prescriptions-anti-arrhythmic|non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz,prescriptions-anti-arrhythmic|non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-arrhythmic|non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-arrhythmic|non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-arrhythmic|non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-arrhythmic|non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz.tbi,536883876.0,1751411.0,4411e74061d41076324d14ec215cd763,cfed2bf93c81e66716f0648d7ed3e139
6827,prescriptions,anti-coagulant|factor X inhibitor,both_sexes,,,,,,,1420.0,486.0,801.0,EUR,1.0,,,,,1243.0,,,,,,419288.0,,,,,,0.093309,,,,,,1.0223,,prescriptions-anti-coagulant|factor_X_inhibitor-both_sexes.tsv.bgz,prescriptions-anti-coagulant|factor_X_inhibitor-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-coagulant|factor_X_inhibitor-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-coagulant|factor_X_inhibitor-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-coagulant|factor_X_inhibitor-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-coagulant|factor_X_inhibitor-both_sexes.tsv.bgz.tbi,539229989.0,1751538.0,fc6e01d991d4592205d49eae135df038,839014d51a3e0964ff97f472dcd3f7ff
6851,prescriptions,atenolol/chlorthalidone,both_sexes,,,,,,"combination anti-hypertensive,anti-hypertensive,beta blocker,diuretic,thiazide diuretic",360.0,164.0,159.0,EUR,1.0,,,,,304.0,,,,,,420227.0,,,,,,0.19097,,,,,,0.98423,,prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz,prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz.tbi,523694357.0,1750960.0,f2819f2e8d48d65f9d680685156b53fc,ddfdb7b422950687f3003d66bcf4f3cb
6854,prescriptions,azathioprine,both_sexes,,,,,,"immunosupressant,Rheumatoid arthritis",1003.0,486.0,415.0,EUR,1.0,,,,,843.0,,,,,,419688.0,,,,,,0.11172,,,,,,1.0154,,prescriptions-azathioprine-both_sexes.tsv.bgz,prescriptions-azathioprine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-azathioprine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-azathioprine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-azathioprine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-azathioprine-both_sexes.tsv.bgz.tbi,535549795.0,1751532.0,57401cd762c930538849fcfc0e0d42c3,52a28469e526f443e42ce9c2917d3a04
6855,prescriptions,baclofen,both_sexes,,,,,,"GABA agonist,muscle relaxant",1436.0,772.0,520.0,EUR,1.0,,,,,1207.0,,,,,,419324.0,,,,,,0.093697,,,,,,1.0132,,prescriptions-baclofen-both_sexes.tsv.bgz,prescriptions-baclofen-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-baclofen-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-baclofen-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-baclofen-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-baclofen-both_sexes.tsv.bgz.tbi,539092084.0,1751762.0,bf637dfb4b691b2b9a709ad56419c359,0881827dff6cd9165977adc80e42f66d
6860,prescriptions,beclamethasone/formoterol,both_sexes,,,,,,corticosteroid,1831.0,1001.0,667.0,EUR,1.0,,,,,1587.0,,,,,,418944.0,,,,,,0.23793,,,,,,1.0133,,prescriptions-beclamethasone_formoterol-both_sexes.tsv.bgz,prescriptions-beclamethasone_formoterol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-beclamethasone_formoterol-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-beclamethasone_formoterol-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-beclamethasone_formoterol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-beclamethasone_formoterol-both_sexes.tsv.bgz.tbi,541181546.0,1752154.0,8190b124d6639543121c3eb16ae8a2b2,b10f8b598ddba5b517b20d1ceb005993
6864,prescriptions,bendrofluazide,both_sexes,,,,,,"thiazide diuretic,diuretic",762.0,394.0,275.0,EUR,1.0,,,,,630.0,,,,,,419901.0,,,,,,0.22754,,,,,,1.0019,,prescriptions-bendrofluazide-both_sexes.tsv.bgz,prescriptions-bendrofluazide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bendrofluazide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bendrofluazide-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bendrofluazide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bendrofluazide-both_sexes.tsv.bgz.tbi,532755818.0,1751266.0,ea24386901fc3eb31a747a15a988b391,f0b01c9f7a811f912fffddbe5dfbba57
6878,prescriptions,bimatoprost,both_sexes,,,,,,prostaglandin analog,644.0,283.0,304.0,EUR,1.0,,,,,537.0,,,,,,419994.0,,,,,,0.13309,,,,,,0.99128,,prescriptions-bimatoprost-both_sexes.tsv.bgz,prescriptions-bimatoprost-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bimatoprost-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bimatoprost-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bimatoprost-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bimatoprost-both_sexes.tsv.bgz.tbi,531142544.0,1751555.0,a50aff14096d3af3133fc29ad21799c8,6e021d90129c166e00d46aa72624bbaa
